	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
 15010300201	                       W.B.Owens	      WHOI	                    ACCE	2014-04-05  58.352  -20.893	2018-02-23  48.263  -38.885	PALACE	oac201.nc
 15010300202	                       W.B.Owens	      WHOI	                    ACCE	2014-04-13  44.436  -18.838	2018-03-02  35.303  -15.400	PALACE	oac202.nc
 15010300204	                       W.B.Owens	      WHOI	                    ACCE	2014-04-04  59.636  -23.898	2016-08-11  59.634  -28.076	PALACE	oac204.nc
 15010300205	                       W.B.Owens	      WHOI	                    ACCE	2014-04-16  40.392  -24.832	2017-04-19  35.680  -32.920	PALACE	oac205.nc
151219001048	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-07  56.570  -52.560	2016-10-12  39.282  -22.664	VCM-PALACE	ols1048.nc
151219001052	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-10  56.947  -53.220	2014-08-11  55.826  -53.803	VCM-PALACE	ols1052.nc
151219001053	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-02  57.246  -53.707	2017-07-14  58.929  -49.244	VCM-PALACE	ols1053.nc
151219001054	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-02  57.119  -53.830	2017-06-20  58.074  -55.498	VCM-PALACE	ols1054.nc
151219001055	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-02  57.117  -54.074	2015-01-22  54.784  -49.851	VCM-PALACE	ols1055.nc
151219001056	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-02  57.115  -54.073	2017-04-03  59.773  -54.555	VCM-PALACE	ols1056.nc
151219001057	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-07  56.336  -52.799	2017-01-07  55.154  -22.499	VCM-PALACE	ols1057.nc
151219001058	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-05  57.062  -52.776	2016-02-06  49.729  -38.270	VCM-PALACE	ols1058.nc
151219001059	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-05  56.747  -52.749	2016-01-05  49.767  -28.323	VCM-PALACE	ols1059.nc
151219001060	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-02  57.245  -53.706	2016-08-16  59.677  -38.623	VCM-PALACE	ols1060.nc
 15121900156	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-19  57.024  -53.680	2015-09-23  47.465  -8.075	VCM-PALACE	ols156.nc
 15121900157	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-28  56.781  -56.073	2014-04-10  48.243  -45.039	VCM-PALACE	ols157.nc
 15121900160	                       W.B.Owens	      WHOI	            Labrador Sea	2013-08-01  57.284  -53.702	2015-09-04  58.155  -50.172	VCM-PALACE	ols160.nc
 15121900161	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-31  56.809  -54.220	2015-12-02  41.968  -29.162	VCM-PALACE	ols161.nc
 15121900162	                       W.B.Owens	      WHOI	            Labrador Sea	2013-08-01  57.511  -53.387	2015-02-18  46.738  -45.834	VCM-PALACE	ols162.nc
 15121900163	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-27  57.154  -55.631	2015-06-24  53.967  -42.158	VCM-PALACE	ols163.nc
 15121900164	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-17  57.211  -53.978	2015-06-23  50.781  -34.390	VCM-PALACE	ols164.nc
 15121900166	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-16  56.814  -52.357	2016-05-16  49.908  -30.597	VCM-PALACE	ols166.nc
 15121900167	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-20  57.800  -53.467	2015-05-06  41.909  -25.466	VCM-PALACE	ols167.nc
 15121900168	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-20  58.256  -54.101	2014-11-27  46.045  -34.099	VCM-PALACE	ols168.nc
 15121900169	                       W.B.Owens	      WHOI	            Labrador Sea	2013-07-19  57.003  -54.140	2016-02-09  53.215  -48.600	VCM-PALACE	ols169.nc
 15121900170	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-07  56.569  -52.559	2016-05-13  55.335  -51.151	VCM-PALACE	ols170.nc
 15121900171	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-01  57.258  -53.913	2016-05-07  56.672  -53.739	VCM-PALACE	ols171.nc
 15121900209	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-07  55.843  -53.371	2016-05-13  54.555  -17.467	VCM-PALACE	ols209.nc
 15121900210	                       W.B.Owens	      WHOI	            Labrador Sea	2014-07-01  57.258  -53.914	2016-05-07  55.480  -25.595	VCM-PALACE	ols210.nc
 18071900004	                        T.Rossby	       URI	                GS_PILOT	2000-06-21  36.233  -73.327	2000-07-05  39.489  -64.017	RAFOS	rgs004.nc
 18071900005	                        T.Rossby	       URI	                GS_PILOT	2000-11-10  36.504  -73.425	2000-11-23  36.595  -73.084	RAFOS	rgs005.nc
 18071900006	                        T.Rossby	       URI	                GS_PILOT	2000-11-12  37.024  -72.097	2000-11-26  37.229  -70.864	RAFOS	rgs006.nc
 18071900007	                        T.Rossby	       URI	                GS_PILOT	2000-10-05  34.699  -74.819	2000-10-05  34.699  -74.819	RAFOS	rgs007.nc
 18071900008	                        T.Rossby	       URI	                GS_PILOT	2000-10-11  34.642  -74.972	2000-11-08  38.446  -65.827	RAFOS	rgs008.nc
 18071900009	                        T.Rossby	       URI	                GS_PILOT	2000-10-17  34.583  -74.826	2000-10-28  36.147  -73.295	RAFOS	rgs009.nc
 18071900010	                        T.Rossby	       URI	                GS_PILOT	2001-09-12  37.869  -69.374	2001-10-03  39.810  -64.754	RAFOS	rgs010.nc
 18071900011	                        T.Rossby	       URI	                GS_PILOT	2001-08-31  37.767  -68.887	2001-09-24  39.362  -68.762	RAFOS	rgs011.nc
 18071900012	                        T.Rossby	       URI	                GS_PILOT	2001-09-05  37.690  -69.394	2001-09-28  39.001  -66.385	RAFOS	rgs012.nc
 18071900013	                        T.Rossby	       URI	                GS_PILOT	2000-11-05  33.575  -76.050	2000-12-04  33.138  -76.030	RAFOS	rgs013.nc
 18071900014	                        T.Rossby	       URI	                GS_PILOT	2001-10-16  38.610  -69.334	2001-10-22  38.036  -67.502	RAFOS	rgs014.nc
 18071900015	                        T.Rossby	       URI	                GS_PILOT	2001-09-22  37.415  -69.304	2001-10-14  38.873  -59.772	RAFOS	rgs015.nc
 18071900016	                        T.Rossby	       URI	                GS_PILOT	2000-12-14  34.917  -74.807	2001-01-11  36.577  -67.411	RAFOS	rgs016.nc
 18071900017	                        T.Rossby	       URI	                GS_PILOT	2000-12-24  35.102  -74.831	2001-01-21  38.562  -59.827	RAFOS	rgs017.nc
 18071900018	                        T.Rossby	       URI	                GS_PILOT	2001-01-02  35.081  -74.803	2001-01-31  37.646  -64.874	RAFOS	rgs018.nc
 18071900020	                        T.Rossby	       URI	                GS_PILOT	2001-01-16  34.751  -74.938	2001-02-13  40.217  -60.382	RAFOS	rgs020.nc
 18071900021	                        T.Rossby	       URI	                GS_PILOT	2001-02-28  34.845  -74.798	2001-03-28  36.445  -68.744	RAFOS	rgs021.nc
 18071900022	                        T.Rossby	       URI	                GS_PILOT	2001-03-11  34.664  -75.163	2001-04-09  40.040  -60.977	RAFOS	rgs022.nc
 18071900023	                        T.Rossby	       URI	                GS_PILOT	2001-03-24  34.955  -74.643	2001-04-22  38.927  -58.889	RAFOS	rgs023.nc
 18071900024	                        T.Rossby	       URI	                GS_PILOT	2001-05-02  35.093  -75.049	2001-05-31  40.043  -59.698	RAFOS	rgs024.nc
 18071900025	                        T.Rossby	       URI	                GS_PILOT	2001-07-08  36.141  -74.037	2001-08-17  39.363  -69.391	RAFOS	rgs025.nc
 18071900026	                        T.Rossby	       URI	                GS_PILOT	2001-07-22  36.199  -73.922	2001-08-27  38.102  -71.923	RAFOS	rgs026.nc
 18071900027	                        T.Rossby	       URI	                GS_PILOT	2001-06-25  36.007  -73.964	2001-08-07  38.128  -68.526	RAFOS	rgs027.nc
 18071900028	                        T.Rossby	       URI	                GS_PILOT	2001-06-12  35.963  -73.748	2001-07-25  36.060  -63.493	RAFOS	rgs028.nc
 18071900029	                        T.Rossby	       URI	                GS_PILOT	2001-08-05  35.996  -73.729	2001-09-14  40.329  -56.718	RAFOS	rgs029.nc
 18071900030	                        T.Rossby	       URI	                GS_PILOT	2001-08-19  36.056  -74.000	2001-10-01  38.961  -68.508	RAFOS	rgs030.nc
 18071900031	                        T.Rossby	       URI	                GS_PILOT	2001-10-11  37.658  -69.209	2001-11-11  36.899  -66.878	RAFOS	rgs031.nc
 18071900032	                        T.Rossby	       URI	                GS_PILOT	2001-10-20  36.323  -73.545	2001-12-03  38.032  -71.642	RAFOS	rgs032.nc
 18071900033	                        T.Rossby	       URI	                GS_PILOT	2001-10-22  35.669  -73.974	2001-12-02  38.433  -71.409	RAFOS	rgs033.nc
 18071900034	                        T.Rossby	       URI	                GS_PILOT	2001-10-26  36.285  -73.581	2001-12-09  38.259  -62.581	RAFOS	rgs034.nc
 18071900035	                        T.Rossby	       URI	                GS_PILOT	2001-11-05  35.933  -74.052	2001-12-18  37.267  -62.698	RAFOS	rgs035.nc
 18071900036	                        T.Rossby	       URI	                GS_PILOT	2001-11-09  36.474  -73.737	2001-12-22  38.829  -62.824	RAFOS	rgs036.nc
 18071900037	                        T.Rossby	       URI	                GS_PILOT	2001-11-26  35.954  -73.941	2002-01-08  40.019  -58.723	RAFOS	rgs037.nc
 18071900043	                        T.Rossby	       URI	                GS_PILOT	2002-03-19  38.007  -73.511	2002-04-30  35.466  -69.642	RAFOS	rgs043.nc
 18071900047	                        T.Rossby	       URI	                GS_PILOT	2002-03-14  37.989  -71.680	2002-04-23  39.264  -67.346	RAFOS	rgs047.nc
 18071900050	                        T.Rossby	       URI	                GS_PILOT	2002-03-18  37.824  -73.172	2002-04-30  38.200  -67.139	RAFOS	rgs050.nc
 18071900052	                        T.Rossby	       URI	                GS_PILOT	2002-03-13  37.928  -72.025	2002-04-18  40.334  -66.069	RAFOS	rgs052.nc
 18071900053	                        T.Rossby	       URI	                GS_PILOT	2002-03-10  35.520  -74.029	2002-04-23  38.067  -62.500	RAFOS	rgs053.nc
 18071900054	                        T.Rossby	       URI	                GS_PILOT	2002-03-13  38.104  -70.926	2002-04-22  39.868  -56.310	RAFOS	rgs054.nc
 18071900058	                        T.Rossby	       URI	                GS_PILOT	2002-03-11  36.645  -73.614	2002-04-23  35.552  -63.016	RAFOS	rgs058.nc
 18071900061	                        T.Rossby	       URI	                GS_PILOT	2002-03-18  37.631  -72.821	2002-05-01  37.841  -73.301	RAFOS	rgs061.nc
 18071900063	                        T.Rossby	       URI	                GS_PILOT	2002-03-13  37.491  -72.325	2002-04-26  35.455  -62.406	RAFOS	rgs063.nc
    18090010	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-12  36.799  -67.310	1991-03-21  37.089  -66.538	SOFAR	ri10.nc
     1809001	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-12  36.776  -67.292	1991-03-20  37.537  -67.259	SOFAR	ri1.nc
     1809002	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-10  32.701  -69.053	1991-06-21  37.963  -66.049	SOFAR	ri2.nc
     1809003	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-13  36.545  -67.835	1991-03-26  37.506  -67.187	SOFAR	ri3.nc
     1809004	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-15  36.120  -67.769	1991-05-17  34.664  -71.733	SOFAR	ri4.nc
     1809006	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-11  32.792  -68.918	1992-06-02  37.414  -66.590	SOFAR	ri6.nc
     1809007	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-07  32.549  -69.365	1991-07-28  34.409  -74.811	SOFAR	ri7.nc
   180900901	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-03-12  34.818  -66.976	1991-09-02  35.145  -68.870	SOFAR	ri9a.nc
   180900902	               Cheney,Richardson	NAVOCEANO,WHOI	      Ring (Gulf STream)	1991-08-29  34.663  -69.045	1992-05-12  36.265  -66.831	SOFAR	ri9b.nc
    19020005	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-22  31.504  -22.511	2008-05-07  33.289  -16.405	RAFOS	sb05.nc
    19020008	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-25  31.702  -22.487	2009-10-21  24.673  -23.329	RAFOS	sb08.nc
    19020011	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-03  28.797  -23.985	2009-05-29  28.150  -21.353	RAFOS	sb11.nc
    19020012	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-02  28.787  -24.063	2008-06-23  28.022  -25.104	RAFOS	sb12.nc
    19020014	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-01  28.960  -23.911	2008-11-17  28.106  -29.652	RAFOS	sb14.nc
    19020015	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-03  28.562  -23.781	2009-11-12  22.559  -32.823	RAFOS	sb15.nc
    19020016	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-26  31.342  -22.899	2009-09-20  28.632  -19.275	RAFOS	sb16.nc
    19020017	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-26  31.296  -22.848	2008-02-24  31.714  -25.849	RAFOS	sb17.nc
    19020018	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-30  31.337  -22.355	2009-11-12  30.619  -23.403	RAFOS	sb18.nc
    19020019	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-03  28.814  -24.053	2009-10-30  20.023  -31.874	RAFOS	sb19.nc
    19020020	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-03  28.565  -23.712	2008-08-08  24.584  -25.186	RAFOS	sb20.nc
    19020021	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-26  31.545  -22.460	2009-10-11  27.222  -26.155	RAFOS	sb21.nc
    19020022	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-22  31.415  -22.649	2008-09-29  29.289  -30.061	RAFOS	sb22.nc
    19020023	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-27  31.229  -22.419	2008-07-17  29.586  -17.177	RAFOS	sb23.nc
    19020024	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-21  32.506  -21.008	2008-05-14  31.647  -22.543	RAFOS	sb24.nc
    19020025	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-28  30.780  -21.966	2009-09-17  22.816  -20.360	RAFOS	sb25.nc
    19020026	                J.Price, B.Owens	      WHOI	              Subduction	2007-11-04  28.892  -23.708	2009-08-30  23.842  -35.668	RAFOS	sb26.nc
    19020029	                J.Price, B.Owens	      WHOI	              Subduction	2007-10-22  32.217  -21.965	2008-10-22  27.450  -13.633	RAFOS	sb29.nc
    19080000	                         K.Taira	 UnivTokyo	                 SHIKOKU	2004-09-21  30.060  136.040	2005-11-23  32.750  137.950	SOFAR	sh00.nc
    19080001	                         K.Taira	 UnivTokyo	                 SHIKOKU	2005-12-01  29.990  134.910	2006-07-02  31.400  135.920	SOFAR	sh01.nc
    19080002	                         K.Taira	 UnivTokyo	                 SHIKOKU	2005-12-01  32.950  136.090	2006-05-14  32.730  135.940	SOFAR	sh02.nc
    19080003	                         K.Taira	 UnivTokyo	                 SHIKOKU	2005-04-10  29.910  133.430	2006-07-03  30.040  133.380	SOFAR	sh03.nc
  1908000401	                         K.Taira	 UnivTokyo	                 SHIKOKU	2006-01-15  29.970  135.110	2006-07-03  29.810  134.660	SOFAR	sh04a.nc
  1908000402	                         K.Taira	 UnivTokyo	                 SHIKOKU	2006-09-18  30.350  133.740	2007-06-26  31.390  135.210	SOFAR	sh04b.nc
    19080005	                         K.Taira	 UnivTokyo	                 SHIKOKU	2006-09-16  31.720  135.230	2007-06-25  32.030  134.900	SOFAR	sh05.nc
  1908000601	                         K.Taira	 UnivTokyo	                 SHIKOKU	2004-09-21  30.060  136.060	2006-04-08  32.110  134.110	SOFAR	sh06a.nc
  1908000602	                         K.Taira	 UnivTokyo	                 SHIKOKU	2006-09-20  29.680  134.760	2007-07-02  29.460  133.780	SOFAR	sh06b.nc
    19080007	                         K.Taira	 UnivTokyo	                 SHIKOKU	2006-09-17  29.880  135.090	2007-07-05  30.880  134.220	SOFAR	sh07.nc
    19080009	                         K.Taira	 UnivTokyo	                 SHIKOKU	2005-04-09  29.890  133.390	2005-11-23  30.370  137.150	SOFAR	sh09.nc
 19120012301	                     Owens,Price	      WHOI	                  Site L	2000-01-26  31.677  -68.987	2000-10-04  28.185  -72.867	SOFAR	sl123a.nc
 19120012302	                     Owens,Price	      WHOI	                  Site L	2000-10-27  28.290  -73.772	2001-05-22  29.720  -77.721	SOFAR	sl123b.nc
 19120012401	                     Owens,Price	      WHOI	                  Site L	1999-04-06  33.781  -69.976	1999-10-06  33.914  -65.246	SOFAR	sl124a.nc
 19120012402	                     Owens,Price	      WHOI	                  Site L	1999-11-10  34.356  -67.966	2002-02-01  34.513  -60.464	SOFAR	sl124b.nc
 19120012501	                     Owens,Price	      WHOI	                  Site L	1999-04-06  34.007  -69.948	1999-10-06  41.812  -60.253	SOFAR	sl125a.nc
 19120012502	                     Owens,Price	      WHOI	                  Site L	1999-11-05  41.524  -61.014	2001-03-24  36.894  -59.589	SOFAR	sl125b.nc
   191200126	                     Owens,Price	      WHOI	                  Site L	1999-04-07  33.920  -70.156	1999-07-23  35.906  -67.931	SOFAR	sl126.nc
 19120012701	                     Owens,Price	      WHOI	                  Site L	1999-04-06  33.924  -69.762	1999-10-05  28.940  -71.443	SOFAR	sl127a.nc
 19120012702	                     Owens,Price	      WHOI	                  Site L	1999-11-13  27.657  -69.058	2001-05-26  28.101  -72.472	SOFAR	sl127b.nc
   191200128	                     Owens,Price	      WHOI	                  Site L	1999-04-06  34.126  -70.237	1999-07-15  35.086  -70.804	SOFAR	sl128.nc
   191200129	                     Owens,Price	      WHOI	                  Site L	1999-04-06  34.133  -69.581	1999-09-01  31.532  -72.076	SOFAR	sl129.nc
 19120013001	                     Owens,Price	      WHOI	                  Site L	1999-07-08  33.831  -69.931	1999-10-05  34.309  -74.108	SOFAR	sl130a.nc
 19120013002	                     Owens,Price	      WHOI	                  Site L	1999-11-07  35.701  -68.131	1999-12-22  38.150  -68.471	SOFAR	sl130b.nc
 19120013101	                     Owens,Price	      WHOI	                  Site L	1999-07-08  33.958  -70.281	1999-10-05  35.163  -70.463	SOFAR	sl131a.nc
 19120013102	                     Owens,Price	      WHOI	                  Site L	1999-11-13  33.721  -70.435	2000-02-26  33.323  -74.394	SOFAR	sl131b.nc
 19120013201	                     Owens,Price	      WHOI	                  Site L	1999-07-09  33.772  -70.193	1999-10-05  34.958  -69.193	SOFAR	sl132a.nc
 19120013202	                     Owens,Price	      WHOI	                  Site L	1999-11-07  34.992  -68.054	2000-10-06  31.607  -71.682	SOFAR	sl132b.nc
 19120013203	                     Owens,Price	      WHOI	                  Site L	2000-10-25  31.676  -72.609	2002-01-31  33.271  -57.079	SOFAR	sl132c.nc
 19120013301	                     Owens,Price	      WHOI	                  Site L	1999-07-08  34.158  -70.031	1999-10-05  32.409  -75.116	SOFAR	sl133a.nc
 19120013302	                     Owens,Price	      WHOI	                  Site L	1999-11-10  32.246  -73.900	2000-09-13  38.062  -52.519	SOFAR	sl133b.nc
 19120013401	                     Owens,Price	      WHOI	                  Site L	1999-07-08  33.966  -70.173	1999-10-06  31.467  -75.199	SOFAR	sl134a.nc
 19120013402	                     Owens,Price	      WHOI	                  Site L	1999-11-12  29.451  -76.917	1999-12-31  29.792  -78.149	SOFAR	sl134b.nc
 19120013501	                     Owens,Price	      WHOI	                  Site L	1999-07-09  34.148  -70.338	1999-10-06  33.867  -73.625	SOFAR	sl135a.nc
 19120013502	                     Owens,Price	      WHOI	                  Site L	1999-11-06  36.137  -65.762	2001-03-07  32.704  -65.316	SOFAR	sl135b.nc
   191200136	                     Owens,Price	      WHOI	                  Site L	1999-07-08  34.071  -69.791	1999-09-14  31.913  -75.151	SOFAR	sl136.nc
 19120013701	                     Owens,Price	      WHOI	                  Site L	1999-11-15  33.766  -70.436	2000-11-11  35.032  -45.932	SOFAR	sl137a.nc
 19120013702	                     Owens,Price	      WHOI	                  Site L	2000-11-24  34.174  -46.258	2001-03-02  33.327  -52.115	SOFAR	sl137b.nc
   191200138	                     Owens,Price	      WHOI	                  Site L	1999-11-15  33.823  -70.477	2000-12-30  40.751  -59.490	SOFAR	sl138.nc
   191200139	                     Owens,Price	      WHOI	                  Site L	1999-11-15  33.701  -70.493	2001-01-27  38.569  -70.514	SOFAR	sl139.nc
   191200140	                     Owens,Price	      WHOI	                  Site L	1999-11-15  33.605  -70.194	2002-01-31  31.403  -42.710	SOFAR	sl140.nc
   191200141	                     Owens,Price	      WHOI	                  Site L	1999-11-16  33.884  -70.287	2000-03-01  37.361  -66.603	SOFAR	sl141.nc
   191200142	                     Owens,Price	      WHOI	                  Site L	1999-11-16  33.821  -69.936	2000-12-28  29.722  -71.767	SOFAR	sl142.nc
   191200143	                     Owens,Price	      WHOI	                  Site L	1999-11-16  33.667  -69.997	2001-07-04  41.207  -37.220	SOFAR	sl143.nc
191219006332	                        F.Schott	       IFM	            Labrador Sea	2014-12-01  55.251  -53.926	2015-12-30  56.208  -50.936	PALACE	sls6332.nc
191219006333	                        F.Schott	       IFM	            Labrador Sea	2014-12-06  55.097  -52.478	2015-08-18  49.743  -40.505	PALACE	sls6333.nc
191219008628	                        F.Schott	       IFM	            Labrador Sea	2013-08-04  55.448  -54.177	2018-03-24  52.713  -15.139	PALACE	sls8628.nc
191219008629	                        F.Schott	       IFM	            Labrador Sea	2013-09-04  52.864  -49.461	2018-03-22  44.064  -21.578	PALACE	sls8629.nc
191219008630	                        F.Schott	       IFM	            Labrador Sea	2014-01-17  51.182  -48.351	2018-03-26  61.886  -38.096	PALACE	sls8630.nc
191219008631	                        F.Schott	       IFM	            Labrador Sea	2014-01-16  53.983  -51.582	2018-04-03  54.524  -44.694	PALACE	sls8631.nc
191219008632	                        F.Schott	       IFM	            Labrador Sea	2014-01-16  52.264  -49.601	2018-04-04  42.416  -27.894	PALACE	sls8632.nc
191219008633	                        F.Schott	       IFM	            Labrador Sea	2013-09-04  54.138  -50.439	2016-05-31  54.888  -24.098	PALACE	sls8633.nc
191219008634	                        F.Schott	       IFM	            Labrador Sea	2013-09-04  52.226  -49.087	2016-11-26  53.493  -50.145	PALACE	sls8634.nc
191219008635	                        F.Schott	       IFM	            Labrador Sea	2013-08-04  55.301  -53.882	2017-01-09  52.512  -16.495	PALACE	sls8635.nc
191219008636	                        F.Schott	       IFM	            Labrador Sea	2013-08-04  55.512  -54.666	2016-06-03  53.837  -13.846	PALACE	sls8636.nc
191219008637	                        F.Schott	       IFM	            Labrador Sea	2014-01-16  55.863  -54.178	2017-12-13  56.514  -53.855	PALACE	sls8637.nc
191219008638	                        F.Schott	       IFM	            Labrador Sea	2014-01-16  51.756  -49.020	2017-11-05  53.005  -45.768	PALACE	sls8638.nc
191219009210	                        F.Schott	       IFM	            Labrador Sea	2014-03-09  56.069  -54.435	2018-04-04  52.028  -15.054	PALACE	sls9210.nc
191219009211	                        F.Schott	       IFM	            Labrador Sea	2014-03-09  52.137  -49.673	2017-11-01  62.017  -15.480	PALACE	sls9211.nc
 19210200100	                       R.E.Davis	       SIO	              Subduction	2008-07-26  33.011  -23.474	2010-01-29  29.810  -37.651	ALACE	sub100.nc
 19210200101	                       R.E.Davis	       SIO	              Subduction	2008-07-19  29.402  -25.399	2011-10-16  25.684  -36.521	ALACE	sub101.nc
 19210200102	                       R.E.Davis	       SIO	              Subduction	2008-07-26  32.992  -27.573	2008-11-03  30.698  -24.154	ALACE	sub102.nc
 19210200103	                       R.E.Davis	       SIO	              Subduction	2008-07-26  32.990  -26.223	2010-05-09  27.375  -19.945	ALACE	sub103.nc
  1921020044	                       R.E.Davis	       SIO	              Subduction	2008-07-27  32.956  -30.642	2009-02-12  34.943  -20.059	ALACE	sub44.nc
  1921020046	                       R.E.Davis	       SIO	              Subduction	2008-07-18  27.460  -27.115	2011-03-19  26.106  -37.475	ALACE	sub46.nc
  1921020059	                       R.E.Davis	       SIO	              Subduction	2008-07-26  32.990  -26.223	2010-06-18  26.635  -30.104	ALACE	sub59.nc
  1921020096	                       R.E.Davis	       SIO	              Subduction	2008-07-27  32.945  -32.428	2009-05-14  33.828  -24.255	ALACE	sub96.nc
  1921020097	                       R.E.Davis	       SIO	              Subduction	2008-07-26  32.989  -24.840	2008-12-23  34.472  -18.146	ALACE	sub97.nc
  1921020098	                       R.E.Davis	       SIO	              Subduction	2008-07-19  31.403  -23.509	2010-08-21  22.906  -22.498	ALACE	sub98.nc
  1921020099	                       R.E.Davis	       SIO	              Subduction	2008-07-27  32.972  -28.885	2011-09-14  21.869  -27.141	ALACE	sub99.nc
    20010001	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-02  -0.456  -38.776	2009-02-23  0.570  -16.869	SOFAR	ta01.nc
  2001000201	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-15  6.769  -49.446	2007-06-11  -4.388  -36.232	SOFAR	ta02a.nc
  2001000202	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-07-24  -4.261  -35.428	2007-08-15  -5.721  -34.834	SOFAR	ta02b.nc
  2001000203	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2007-08-26  -7.019  -34.341	2008-03-22  -10.371  -34.123	SOFAR	ta02c.nc
  2001000204	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-08-12  -15.027  -34.292	2008-08-28  -16.289  -34.847	SOFAR	ta02d.nc
    20010004	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-17  11.111  -40.352	2009-02-23  6.485  -35.714	SOFAR	ta04.nc
    20010005	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  5.600  -50.285	2009-02-25  3.168  -31.883	SOFAR	ta05.nc
  2001000601	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-02  0.123  -41.890	2007-03-17  -2.772  -38.786	SOFAR	ta06a.nc
  2001000602	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2008-09-07  -3.013  -37.434	2009-02-21  -8.720  -31.230	SOFAR	ta06b.nc
    20010007	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-22  11.234  -23.151	2007-10-08  11.463  -23.398	SOFAR	ta07.nc
    20010008	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-14  7.593  -48.796	2007-12-29  -10.914  -34.198	SOFAR	ta08.nc
    20010009	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-02  -0.241  -43.392	2009-01-07  -3.803  -37.130	SOFAR	ta09.nc
    20010010	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-13  5.321  -50.406	2005-09-01  4.411  -48.604	SOFAR	ta10.nc
    20010011	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-16  11.226  -46.131	2008-05-05  9.644  -46.179	SOFAR	ta11.nc
    20010012	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-21  11.141  -31.609	2008-10-26  10.581  -36.408	SOFAR	ta12.nc
    20010013	              Richardson,Schmitz	      WHOI	       Tropical Atlantic	2005-07-15  9.294  -47.717	2009-02-21  10.300  -51.897	SOFAR	ta13.nc
