	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
 23160100207	                       R.E.Davis	       SIO	                     P19	2009-06-20  -62.333  -87.995	2014-11-04  -51.138  43.799	ALACE	wpa207.nc
 23160100208	                       R.E.Davis	       SIO	                     P19	2009-06-17  -56.995  -87.993	2011-01-21  -46.998  -47.727	ALACE	wpa208.nc
 23160100209	                       R.E.Davis	       SIO	                     P19	2009-06-18  -58.973  -87.957	2012-08-28  -42.747  -15.932	ALACE	wpa209.nc
 23160100210	                       R.E.Davis	       SIO	                     P19	2009-06-15  -54.035  -88.002	2010-01-13  -54.858  -86.037	ALACE	wpa210.nc
 23160100211	                       R.E.Davis	       SIO	                     P19	2009-06-16  -55.513  -88.030	2011-10-13  -46.537  18.890	ALACE	wpa211.nc
 23160100212	                       R.E.Davis	       SIO	                     P17	2009-05-25  -57.493  -125.997	2011-12-09  -52.381  -52.586	ALACE	wpa212.nc
 23160100213	                       R.E.Davis	       SIO	                     P17	2009-05-22  -52.513  -126.015	2012-07-05  -38.934  -89.329	ALACE	wpa213.nc
 23160100214	                       R.E.Davis	       SIO	                     P16	2009-03-21  -43.506  -150.552	2010-04-23  -42.538  -149.546	ALACE	wpa214.nc
 23160100215	                       R.E.Davis	       SIO	                     P16	2009-03-23  -46.511  -150.466	2012-03-15  -39.290  -145.237	ALACE	wpa215.nc
 23160100216	                       R.E.Davis	       SIO	                     P17	2009-04-17  -47.982  -134.973	2010-07-11  -47.412  -139.167	ALACE	wpa216.nc
 23160100218	                       R.E.Davis	       SIO	                     P16	2009-03-31  -58.492  -150.479	2011-09-19  -68.256  -132.082	ALACE	wpa218.nc
 23160100219	                       R.E.Davis	       SIO	                     P17	2009-05-26  -59.023  -126.013	2010-02-14  -65.145  -123.416	ALACE	wpa219.nc
 23160100220	                       R.E.Davis	       SIO	                     P19	2009-08-02  -54.011  -83.173	2013-06-04  -51.736  -42.863	ALACE	wpa220.nc
 23160100221	                       R.E.Davis	       SIO	                     P19	2009-08-18  -29.000  -88.001	2012-09-01  -27.088  -96.450	ALACE	wpa221.nc
 23160100222	                       R.E.Davis	       SIO	                     P19	2009-08-01  -53.726  -78.540	2011-10-29  -35.502  -46.746	ALACE	wpa222.nc
 23160100223	                       R.E.Davis	       SIO	                     P19	2009-08-07  -49.503  -88.003	2010-07-16  -49.166  -87.805	ALACE	wpa223.nc
 23160100224	                       R.E.Davis	       SIO	                     P19	2009-08-15  -34.498  -87.994	2010-03-14  -32.506  -85.231	ALACE	wpa224.nc
 23160100225	                       R.E.Davis	       SIO	                     P19	2009-08-12  -39.503  -87.994	2012-07-05  -34.930  -87.141	ALACE	wpa225.nc
 23160100226	                       R.E.Davis	       SIO	                     P19	2009-08-26  -14.562  -85.824	2015-08-04  -15.037  -90.887	ALACE	wpa226.nc
 23160100227	                       R.E.Davis	       SIO	                     P19	2009-08-19  -24.753  -88.005	2010-12-08  -25.175  -88.589	ALACE	wpa227.nc
 23160100228	                       R.E.Davis	       SIO	                     SR3	2009-08-17  -48.323  144.567	2010-01-22  -46.045  140.651	ALACE	wpa228.nc
 23160100229	                       R.E.Davis	       SIO	                     P19	2009-09-06  5.691  -87.675	2017-04-16  7.689  -91.508	ALACE	wpa229.nc
 23160100230	                       R.E.Davis	       SIO	                     P19	2009-09-02  -0.005  -85.832	2013-07-06  1.037  -80.011	ALACE	wpa230.nc
 23160100231	                       R.E.Davis	       SIO	                     P19	2009-08-22  -19.528  -87.769	2011-06-14  -18.976  -90.924	ALACE	wpa231.nc
 23160100232	                       R.E.Davis	       SIO	                     SR3	2009-09-24  -55.730  155.055	2011-06-21  -48.416  -159.367	ALACE	wpa232.nc
 23160100233	                       R.E.Davis	       SIO	                     SR3	2009-09-15  -49.261  155.009	2011-06-12  -54.213  -175.712	ALACE	wpa233.nc
 23160100234	                       R.E.Davis	       SIO	                     P14	2010-01-09  6.000  178.968	2016-01-15  9.748  -145.819	ALACE	wpa234.nc
 23160100236	                       R.E.Davis	       SIO	                     P19	2009-09-01  -2.671  -85.827	2010-07-15  -2.124  -90.437	ALACE	wpa236.nc
 23160100237	                       R.E.Davis	       SIO	                     P19	2009-09-11  12.232  -92.061	2017-04-20  16.775  -109.827	ALACE	wpa237.nc
 23160100238	                       R.E.Davis	       SIO	                     P19	2009-08-30  -5.521  -85.839	2016-11-27  -5.614  -109.296	ALACE	wpa238.nc
 23160100240	                       R.E.Davis	       SIO	                     P14	2010-01-07  9.510  179.007	2014-01-27  7.784  -161.933	ALACE	wpa240.nc
 23160100241	                       R.E.Davis	       SIO	                     P19	2009-09-09  9.162  -91.484	2017-04-18  10.778  -111.246	ALACE	wpa241.nc
 23160100242	                       R.E.Davis	       SIO	                     SR3	2009-08-20  -50.716  143.417	2013-04-30  -60.577  -90.724	ALACE	wpa242.nc
 23160100243	                       R.E.Davis	       SIO	                     SR3	2009-08-22  -54.514  141.337	2010-03-20  -62.611  175.266	ALACE	wpa243.nc
 23160100244	                       R.E.Davis	       SIO	                     SR3	2009-09-07  -43.230  148.549	2010-05-29  -45.541  142.662	ALACE	wpa244.nc
 23160100245	                       R.E.Davis	       SIO	                     P14	2010-01-24  -2.990  179.005	2017-02-03  13.278  159.239	ALACE	wpa245.nc
 23160100246	                       R.E.Davis	       SIO	                     P14	2010-01-27  -6.012  179.008	2012-03-04  -7.686  172.635	ALACE	wpa246.nc
 23160100247	                       R.E.Davis	       SIO	                     P14	2010-01-29  -9.493  179.002	2016-11-21  -13.545  -164.864	ALACE	wpa247.nc
 23160100248	                       R.E.Davis	       SIO	                     P14	2010-01-21  -0.167  179.002	2017-05-17  -1.973  -147.893	ALACE	wpa248.nc
 23160100249	                       R.E.Davis	       SIO	                     P14	2010-01-22  -0.993  179.000	2016-05-12  7.098  -178.702	ALACE	wpa249.nc
 23160100251	                       R.E.Davis	       SIO	                     P14	2010-01-31  -13.500  179.002	2014-04-14  -11.456  163.054	ALACE	wpa251.nc
 23160100252	                       R.E.Davis	       SIO	                     P10	2010-03-21  0.502  146.272	2014-07-09  2.942  141.850	ALACE	wpa252.nc
 23160100253	                       R.E.Davis	       SIO	                     P14	2010-01-20  1.003  179.003	2016-03-18  -5.039  -170.142	ALACE	wpa253.nc
 23160100254	                       R.E.Davis	       SIO	                     P14	2010-01-18  2.997  179.027	2017-01-01  5.600  -146.406	ALACE	wpa254.nc
 23160100255	                       R.E.Davis	       SIO	                     P10	2010-03-22  1.248  146.502	2014-07-09  3.399  149.493	ALACE	wpa255.nc
 23160100256	                       R.E.Davis	       SIO	                     P10	2010-03-23  2.240  146.803	2013-06-22  8.215  179.830	ALACE	wpa256.nc
 23160100257	                       R.E.Davis	       SIO	                     P10	2010-03-25  4.510  147.698	2014-07-12  9.226  134.648	ALACE	wpa257.nc
 23160100258	                       R.E.Davis	       SIO	                     P10	2010-03-20  -0.467  145.992	2014-11-24  1.573  162.027	ALACE	wpa258.nc
 23160100259	                       R.E.Davis	       SIO	                     P10	2010-03-21  0.000  146.138	2014-10-21  -5.280  160.432	ALACE	wpa259.nc
  2316010025	                       R.E.Davis	       SIO	                     SR3	2008-03-15  -50.665  143.283	2008-11-08  -57.469  167.641	ALACE	wpa25.nc
 23160100260	                       R.E.Davis	       SIO	                     P18	2010-08-16  -44.985  -103.005	2017-05-12  -36.403  -102.276	ALACE	wpa260.nc
 23160100261	                       R.E.Davis	       SIO	                     P18	2010-08-19  -40.015  -103.012	2017-05-15  -32.297  -103.343	ALACE	wpa261.nc
 23160100262	                       R.E.Davis	       SIO	                     P18	2010-09-20  5.998  -110.338	2017-05-21  3.354  -107.967	ALACE	wpa262.nc
 23160100263	                       R.E.Davis	       SIO	                     P18	2010-09-22  10.013  -110.003	2017-05-23  7.309  -113.225	ALACE	wpa263.nc
 23160100264	                       R.E.Davis	       SIO	                     P18	2010-09-24  14.495  -110.000	2015-10-20  17.637  -101.562	ALACE	wpa264.nc
 23160100265	                       R.E.Davis	       SIO	                     P18	2010-09-26  18.998  -109.997	2015-08-04  31.043  -113.719	ALACE	wpa265.nc
 23160100266	                       R.E.Davis	       SIO	                     P18	2010-09-07  -14.995  -103.000	2017-04-11  -18.942  -121.399	ALACE	wpa266.nc
 23160100267	                       R.E.Davis	       SIO	                     P18	2010-09-01  -25.005  -102.933	2011-03-05  -24.115  -105.849	ALACE	wpa267.nc
 23160100268	                       R.E.Davis	       SIO	                     P18	2010-09-15  -1.337  -110.332	2017-05-16  8.893  -96.264	ALACE	wpa268.nc
 23160100269	                       R.E.Davis	       SIO	                     P18	2010-08-13  -49.822  -103.000	2017-05-10  -50.018  -82.994	ALACE	wpa269.nc
 23160100276	                       R.E.Davis	       SIO	                     P18	2010-09-09  -9.995  -103.013	2017-05-13  -9.002  -119.673	ALACE	wpa276.nc
 23160100278	                       R.E.Davis	       SIO	                     P18	2010-09-09  -9.995  -103.013	2017-05-13  -9.002  -119.673	ALACE	wpa278.nc
  2316010027	                       R.E.Davis	       SIO	                     P06	2008-11-21  -32.505  -146.663	2009-05-24  -32.738  -146.536	ALACE	wpa27.nc
 23160100280	                       R.E.Davis	       SIO	                     P18	2010-09-13  -3.994  -110.327	2015-12-04  -7.779  -147.683	ALACE	wpa280.nc
 23160100281	                       R.E.Davis	       SIO	                     P18	2010-08-24  -30.007  -103.027	2011-11-17  -29.655  -102.589	ALACE	wpa281.nc
 23160100283	                       R.E.Davis	       SIO	                     P18	2010-09-03  -20.492  -103.000	2014-03-16  -26.870  -113.974	ALACE	wpa283.nc
 23160100285	                       R.E.Davis	       SIO	                     P10	2010-03-18  -3.308  145.150	2012-08-23  -3.321  143.390	ALACE	wpa285.nc
 23160100286	                       R.E.Davis	       SIO	                     P10	2010-03-26  6.508  148.497	2013-11-29  9.284  143.086	ALACE	wpa286.nc
 23160100287	                       R.E.Davis	       SIO	                     P10	2010-03-28  9.991  149.311	2011-03-29  9.968  141.065	ALACE	wpa287.nc
 23160100288	                       R.E.Davis	       SIO	                     P10	2010-03-30  13.156  149.309	2014-06-12  17.181  143.177	ALACE	wpa288.nc
 23160100289	                       R.E.Davis	       SIO	                     P10	2010-04-02  17.840  149.338	2014-08-24  22.820  142.527	ALACE	wpa289.nc
  2316010028	                       R.E.Davis	       SIO	                     P17	2007-12-02  2.170  -135.000	2009-08-27  3.742  -137.449	ALACE	wpa28.nc
  2316010029	                       R.E.Davis	       SIO	                     P17	2007-11-25  12.506  -134.966	2014-06-29  11.349  -145.961	ALACE	wpa29.nc
 23160100300	                       R.E.Davis	       SIO	                     P21	2010-09-13  -16.754  -84.345	2017-05-16  -14.009  -114.757	ALACE	wpa300.nc
 23160100301	                       R.E.Davis	       SIO	         Tasman Sea 1995	2011-09-24  -35.260  168.042	2013-12-21  -27.337  158.735	ALACE	wpa301.nc
 23160100302	                       R.E.Davis	       SIO	                     P31	2010-07-07  -12.055  -160.888	2014-02-19  -13.752  -171.997	ALACE	wpa302.nc
 23160100303	                       R.E.Davis	       SIO	                     P31	2010-07-07  -12.328  -160.268	2015-09-24  -12.156  -174.883	ALACE	wpa303.nc
 23160100305	                       R.E.Davis	       SIO	         Tasman Sea 1995	2011-09-24  -36.065  166.499	2017-05-19  -30.124  172.756	ALACE	wpa305.nc
 23160100306	                       R.E.Davis	       SIO	                     P21	2010-09-17  -16.751  -89.339	2017-05-18  -20.975  -100.530	ALACE	wpa306.nc
 23160100307	                       R.E.Davis	       SIO	                     P21	2010-10-04  -16.749  -122.670	2017-02-20  -19.572  -150.866	ALACE	wpa307.nc
 23160100308	                       R.E.Davis	       SIO	                     P21	2010-10-06  -16.752  -126.678	2017-05-12  -20.601  -152.399	ALACE	wpa308.nc
 23160100309	                       R.E.Davis	       SIO	                     P31	2010-07-08  -11.135  -163.177	2015-09-26  -15.569  -169.352	ALACE	wpa309.nc
  2316010030	                       R.E.Davis	       SIO	                     P16	2008-01-24  -24.002  -150.500	2008-06-30  -23.062  -150.355	ALACE	wpa30.nc
 23160100310	                       R.E.Davis	       SIO	                     P21	2010-09-23  -16.750  -103.336	2017-05-31  -16.581  -105.894	ALACE	wpa310.nc
 23160100311	                       R.E.Davis	       SIO	                     P31	2010-07-09  -10.562  -164.638	2014-08-26  -9.804  -171.012	ALACE	wpa311.nc
 23160100312	                       R.E.Davis	       SIO	                     P31	2010-07-21  -11.543  -176.484	2014-01-11  -21.278  173.877	ALACE	wpa312.nc
 23160100313	                       R.E.Davis	       SIO	                     P21	2010-09-27  -16.753  -108.669	2017-03-09  -17.493  -116.447	ALACE	wpa313.nc
 23160100314	                       R.E.Davis	       SIO	                     P21	2010-10-13  -17.498  -143.843	2017-04-23  -21.275  -176.545	ALACE	wpa314.nc
 23160100315	                       R.E.Davis	       SIO	                     P31	2010-07-22  -12.748  -177.318	2015-05-04  -12.529  167.423	ALACE	wpa315.nc
 23160100316	                       R.E.Davis	       SIO	                     P31	2010-07-18  -9.790  -171.835	2012-02-20  -13.418  -176.226	ALACE	wpa316.nc
 23160100317	                       R.E.Davis	       SIO	                     P31	2010-07-14  -9.648  -170.457	2012-12-29  -16.549  -172.031	ALACE	wpa317.nc
 23160100318	                       R.E.Davis	       SIO	         Tasman Sea 1995	2011-09-23  -37.802  162.996	2015-11-14  -35.901  167.585	ALACE	wpa318.nc
 23160100319	                       R.E.Davis	       SIO	                     P21	2010-10-11  -16.748  -139.335	2016-09-21  -19.588  -144.973	ALACE	wpa319.nc
  2316010031	                       R.E.Davis	       SIO	                     P06	2008-10-13  -32.522  -81.316	2009-02-22  -31.975  -83.105	ALACE	wpa31.nc
